ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Download 1 ID,Download 1 name,Download 1 URL,Meta: wpse_copied_from
71,variable,,Owl #1,1,0,visible,Inquisitive owl spots a mouse.,"Nulla placerat suscipit ipsum, a tristique velit bibendum vel. Nullam ullamcorper elementum vehicula. Aenean aliquet odio vel magna porta tristique. Quisque nec gravida enim, quis pulvinar lorem. Aenean aliquam felis quis justo bibendum, et vehicula nulla pulvinar. Mauris ut sagittis urna, non laoreet erat. Nam consectetur fermentum eros, vel placerat ipsum aliquam at. Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere. Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.\n\nVestibulum tempus tellus et sapien iaculis hendrerit. Etiam vitae dignissim ex. Nulla ac dui non sem semper ultricies. In finibus sapien nec venenatis accumsan. Pellentesque pulvinar aliquet lacus, at dapibus dolor rhoncus vitae. Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.\n\nSuspendisse potenti. Maecenas eleifend lectus ac purus sollicitudin, sit amet suscipit dui facilisis. Aliquam justo enim, posuere ut ante in, blandit pharetra nunc. Morbi ullamcorper tellus dolor, sit amet aliquam risus vestibulum varius. Sed lobortis vehicula dolor eu euismod. Nulla vitae metus et enim pellentesque malesuada. Vestibulum varius nec lacus at blandit. Integer eu aliquet est. Vivamus posuere, risus quis sagittis pulvinar, lorem turpis vulputate turpis, at cursus odio nisl at enim. Maecenas vehicula venenatis dolor, tristique dapibus erat congue hendrerit. Curabitur ultrices leo lacus, at rhoncus velit tincidunt pellentesque.",,,taxable,,1,2,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0771-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image011-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image011.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
72,variable,,Owl #2,1,0,visible,Always on the lookout for mice and voles.,"Nulla placerat suscipit ipsum, a tristique velit bibendum vel. Nullam ullamcorper elementum vehicula. Aenean aliquet odio vel magna porta tristique. Quisque nec gravida enim, quis pulvinar lorem. Aenean aliquam felis quis justo bibendum, et vehicula nulla pulvinar. Mauris ut sagittis urna, non laoreet erat. Nam consectetur fermentum eros, vel placerat ipsum aliquam at. Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere. Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.\n\nVestibulum tempus tellus et sapien iaculis hendrerit. Etiam vitae dignissim ex. Nulla ac dui non sem semper ultricies. In finibus sapien nec venenatis accumsan. Pellentesque pulvinar aliquet lacus, at dapibus dolor rhoncus vitae. Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.",,,taxable,,1,16,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0722-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image010-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image010.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
73,variable,,Owl #3,1,0,visible,"This owl portrait highlights the large eyes, but check out those eyelids.","Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.\n\nSuspendisse potenti. Maecenas eleifend lectus ac purus sollicitudin, sit amet suscipit dui facilisis. Aliquam justo enim, posuere ut ante in, blandit pharetra nunc. Morbi ullamcorper tellus dolor, sit amet aliquam risus vestibulum varius. Sed lobortis vehicula dolor eu euismod. Nulla vitae metus et enim pellentesque malesuada. Vestibulum varius nec lacus at blandit. Integer eu aliquet est. Vivamus posuere, risus quis sagittis pulvinar, lorem turpis vulputate turpis, at cursus odio nisl at enim. Maecenas vehicula venenatis dolor, tristique dapibus erat congue hendrerit. Curabitur ultrices leo lacus, at rhoncus velit tincidunt pellentesque.",,,taxable,,1,7,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0716-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image009-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image009.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
74,variable,,Owl #4,1,0,visible,A beautiful owl.,"Sed malesuada, metus sed mattis vulputate, enim lectus aliquet ligula, ut dictum est mauris sit amet dui. Morbi convallis, nisl at porttitor scelerisque, enim massa fermentum nulla, et pellentesque neque arcu sed leo. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Interdum et malesuada fames ac ante ipsum primis in faucibus. Pellentesque faucibus leo sit amet mi dapibus posuere. Duis pellentesque euismod viverra. In tincidunt elit et tincidunt posuere. Sed pretium, mi sit amet tempus pharetra, arcu felis cursus nibh, sit amet facilisis tellus ante id nulla. Pellentesque eget viverra turpis.\n\nNulla placerat suscipit ipsum, a tristique velit bibendum vel. Nullam ullamcorper elementum vehicula. Aenean aliquet odio vel magna porta tristique. Quisque nec gravida enim, quis pulvinar lorem. Aenean aliquam felis quis justo bibendum, et vehicula nulla pulvinar. Mauris ut sagittis urna, non laoreet erat. Nam consectetur fermentum eros, vel placerat ipsum aliquam at. Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere. Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.",,,taxable,,1,9,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0699-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image008-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image008-scaled.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
75,variable,,Owl #5,1,0,visible,"A small owl, with beautiful faced and bright yellow beak.","Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.\n\nVestibulum tempus tellus et sapien iaculis hendrerit. Etiam vitae dignissim ex. Nulla ac dui non sem semper ultricies. In finibus sapien nec venenatis accumsan. Pellentesque pulvinar aliquet lacus, at dapibus dolor rhoncus vitae. Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.\n\nSuspendisse potenti. Maecenas eleifend lectus ac purus sollicitudin, sit amet suscipit dui facilisis. Aliquam justo enim, posuere ut ante in, blandit pharetra nunc. Morbi ullamcorper tellus dolor, sit amet aliquam risus vestibulum varius. Sed lobortis vehicula dolor eu euismod. Nulla vitae metus et enim pellentesque malesuada. Vestibulum varius nec lacus at blandit. Integer eu aliquet est. Vivamus posuere, risus quis sagittis pulvinar, lorem turpis vulputate turpis, at cursus odio nisl at enim. Maecenas vehicula venenatis dolor, tristique dapibus erat congue hendrerit. Curabitur ultrices leo lacus, at rhoncus velit tincidunt pellentesque.",,,taxable,,1,14,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0633.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image007-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image007.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
76,variable,,Barn Owl,1,0,visible,This barn owl is ready for take-off.,"Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.\n\nVestibulum tempus tellus et sapien iaculis hendrerit. Etiam vitae dignissim ex. Nulla ac dui non sem semper ultricies. In finibus sapien nec venenatis accumsan. Pellentesque pulvinar aliquet lacus, at dapibus dolor rhoncus vitae. Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.\n\nSuspendisse potenti.",,,taxable,,1,3,,0,0,,,,,1,,,,Birds,Barn Owl,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0574-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image006-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image006-scaled.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
77,variable,,Barn Owl looking for Prey,1,0,visible,"Constantly looking for prey, the Barn Owl is one of the most beautiful birds in the UK.","Interdum et malesuada fames ac ante ipsum primis in faucibus. Pellentesque faucibus leo sit amet mi dapibus posuere. Duis pellentesque euismod viverra. In tincidunt elit et tincidunt posuere. Sed pretium, mi sit amet tempus pharetra, arcu felis cursus nibh, sit amet facilisis tellus ante id nulla. Pellentesque eget viverra turpis.\n\nNulla placerat suscipit ipsum, a tristique velit bibendum vel. Nullam ullamcorper elementum vehicula. Aenean aliquet odio vel magna porta tristique. Quisque nec gravida enim, quis pulvinar lorem. Aenean aliquam felis quis justo bibendum, et vehicula nulla pulvinar. Mauris ut sagittis urna, non laoreet erat. Nam consectetur fermentum eros, vel placerat ipsum aliquam at. Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere. Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.",,,taxable,,1,7,,0,0,,,,,1,,,,Birds,Barn Owl,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0545-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image005-scaled.gif, YOURDOMAIN/wp-content/uploads/2022/06/image005-1.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
78,variable,,Inquisitive Barn owl,1,0,visible,"The barn owl is found almost everywhere in the world, except extreme cold or hot environments.","Quisque nec gravida enim, quis pulvinar lorem. Aenean aliquam felis quis justo bibendum, et vehicula nulla pulvinar. Mauris ut sagittis urna, non laoreet erat. Nam consectetur fermentum eros, vel placerat ipsum aliquam at. Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere. Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.\n\nVestibulum tempus tellus et sapien iaculis hendrerit. Etiam vitae dignissim ex. Nulla ac dui non sem semper ultricies. In finibus sapien nec venenatis accumsan. Pellentesque pulvinar aliquet lacus, at dapibus dolor rhoncus vitae. Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.",,,taxable,,1,6,,0,0,,,,,1,,,,Birds,Barn Owl,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0528-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image004-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image004-scaled.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
79,variable,,Shy Owl,1,0,visible,"A small, beautiful owl.","Nulla placerat suscipit ipsum, a tristique velit bibendum vel. Nullam ullamcorper elementum vehicula. Aenean aliquet odio vel magna porta tristique. Quisque nec gravida enim, quis pulvinar lorem. Aenean aliquam felis quis justo bibendum, et vehicula nulla pulvinar. Mauris ut sagittis urna, non laoreet erat. Nam consectetur fermentum eros, vel placerat ipsum aliquam at. Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere. Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.\n\nVestibulum tempus tellus et sapien iaculis hendrerit. Etiam vitae dignissim ex. Nulla ac dui non sem semper ultricies. In finibus sapien nec venenatis accumsan. Pellentesque pulvinar aliquet lacus, at dapibus dolor rhoncus vitae. Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.",,,taxable,,1,11,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0514-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image003-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image003-scaled.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
80,variable,,Owl #6,1,0,visible,"A small owl with prominent ""ears"".","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Curabitur vestibulum viverra sapien, bibendum lobortis nisi sodales sed. Sed malesuada, metus sed mattis vulputate, enim lectus aliquet ligula, ut dictum est mauris sit amet dui. Morbi convallis, nisl at porttitor scelerisque, enim massa fermentum nulla, et pellentesque neque arcu sed leo. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Interdum et malesuada fames ac ante ipsum primis in faucibus. Pellentesque faucibus leo sit amet mi dapibus posuere. Duis pellentesque euismod viverra. In tincidunt elit et tincidunt posuere. Sed pretium, mi sit amet tempus pharetra, arcu felis cursus nibh, sit amet facilisis tellus ante id nulla. Pellentesque eget viverra turpis.\n\nNulla placerat suscipit ipsum, a tristique velit bibendum vel. Nullam ullamcorper elementum vehicula. Aenean aliquet odio vel magna porta tristique. Quisque nec gravida enim, quis pulvinar lorem. Aenean aliquam felis quis justo bibendum, et vehicula nulla pulvinar. Mauris ut sagittis urna, non laoreet erat. Nam consectetur fermentum eros, vel placerat ipsum aliquam at. Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere.",,,taxable,,1,8,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0510-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image002-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image002-scaled.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
81,variable,,Winking owl,1,0,visible,Is this small owl winking at the camera?  Or maybe just trying to get some shut eye.,"Pellentesque ultricies gravida tellus sed aliquam. Integer lacus justo, vestibulum et tristique facilisis, molestie quis ligula. Pellentesque varius hendrerit dolor eu posuere. Duis at risus vel dui suscipit vulputate vitae eu nunc. In aliquet luctus arcu, in eleifend neque lacinia sed. Aenean ullamcorper semper tellus, vitae feugiat magna scelerisque ac. Proin non diam id odio varius fermentum quis id enim.\n\nVestibulum tempus tellus et sapien iaculis hendrerit. Etiam vitae dignissim ex. Nulla ac dui non sem semper ultricies. In finibus sapien nec venenatis accumsan. Pellentesque pulvinar aliquet lacus, at dapibus dolor rhoncus vitae. Nam at eleifend tortor. Ut at imperdiet odio. Cras auctor malesuada fermentum. Sed ex arcu, efficitur facilisis vehicula in, dictum quis nibh. Aenean euismod molestie ligula, mollis pulvinar mauris. Duis congue tincidunt nunc vel blandit. Donec iaculis elit sit amet nibh lacinia, vel luctus nibh condimentum. Sed fringilla posuere commodo. Curabitur vulputate pretium nisl, at efficitur neque dapibus id. In ex nibh, tristique vel venenatis vel, dapibus ut neque.",,,taxable,,1,10,,0,0,,,,,1,,,,Birds,,,"YOURDOMAIN/wp-content/uploads/2022/06/AJW0502-scaled.jpg, YOURDOMAIN/wp-content/uploads/2022/06/image001-1.gif, YOURDOMAIN/wp-content/uploads/2022/06/image001-scaled.gif",,,,,,,,,0,Format,"Black Frame, Download, White Frame",1,1,Download,Size,"24x36, 4x6",1,1,24x36,default,default,default,,,,
195,variation,,"Winking owl - Black Frame, 24x36",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,19.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image001-scaled.gif,,,id:81,,,,,,1,Format,Black Frame,,1,,Size,24x36,,1,,,,,,,,
196,variation,,"Winking owl - Black Frame, 4x6",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,7.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image001-scaled.gif,,,id:81,,,,,,2,Format,Black Frame,,1,,Size,4x6,,1,,,,,,,,
198,"variation, downloadable, virtual",,"Winking owl - Download, 24x36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.95,,,,YOURDOMAIN/wp-content/uploads/2022/06/AJW0502-scaled.jpg,'-1,'-1,id:81,,,,,,3,Format,Download,,1,,Size,24x36,,1,,,,,af35d416-7c3b-43b7-aa08-c751e4c48881,Winking owl Large,YOURDOMAIN/wp-content/uploads/woocommerce_uploads/2022/06/AJW0502-nxn2tm-scaled.jpg,
199,"variation, downloadable, virtual",,"Winking owl - Download, 4x6",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/AJW0502-scaled.jpg,'-1,'-1,id:81,,,,,,4,Format,Download,,1,,Size,4x6,,1,,,,,e8fd69bb-7a8d-4113-96f6-e242f79cda00,Winking owl small,YOURDOMAIN/wp-content/uploads/woocommerce_uploads/2022/06/AJW0502-t5x7o6-scaled.jpg,
201,variation,,"Winking owl - White Frame, 24x36",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,19.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image001-1.gif,,,id:81,,,,,,5,Format,White Frame,,1,,Size,24x36,,1,,,,,,,,
202,variation,,"Winking owl - White Frame, 4x6",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,7.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image001-1.gif,,,id:81,,,,,,6,Format,White Frame,,1,,Size,4x6,,1,,,,,,,,
204,variation,,"Owl #6 - White Frame, 4x6",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,7.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image002-1.gif,,,id:80,,,,,,6,Format,White Frame,,1,,Size,4x6,,1,,,,,,,,202
205,variation,,"Owl #6 - White Frame, 24x36",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,19.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image002-1.gif,,,id:80,,,,,,5,Format,White Frame,,1,,Size,24x36,,1,,,,,,,,201
206,"variation, downloadable, virtual",,"Owl #6 - Download, 4x6",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/AJW0510-scaled.jpg,'-1,'-1,id:80,,,,,,4,Format,Download,,1,,Size,4x6,,1,,,,,180998c8-b725-4265-b078-d1a339c24406,AJW0510-dgqg3m-scaled.jpg,YOURDOMAIN/wp-content/uploads/woocommerce_uploads/2022/06/AJW0510-dgqg3m-scaled.jpg,199
207,"variation, downloadable, virtual",,"Owl #6 - Download, 24x36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.95,,,,YOURDOMAIN/wp-content/uploads/2022/06/AJW0510-scaled.jpg,'-1,'-1,id:80,,,,,,3,Format,Download,,1,,Size,24x36,,1,,,,,96adcdd3-cbf2-4e2e-83e5-8053c6c85fdf,AJW0510-dgqg3m-scaled.jpg,YOURDOMAIN/wp-content/uploads/woocommerce_uploads/2022/06/AJW0510-dgqg3m-scaled.jpg,198
208,variation,,"Owl #6 - Black Frame, 4x6",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,7.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image002-scaled.gif,,,id:80,,,,,,2,Format,Black Frame,,1,,Size,4x6,,1,,,,,,,,196
209,variation,,"Owl #6 - Black Frame, 24x36",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,19.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image002-scaled.gif,,,id:80,,,,,,1,Format,Black Frame,,1,,Size,24x36,,1,,,,,,,,195
210,variation,,"Shy Owl - White Frame, 4x6",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,7.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image003-1.gif,,,id:79,,,,,,6,Format,White Frame,,1,,Size,4x6,,1,,,,,,,,202
211,variation,,"Shy Owl - White Frame, 24x36",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,19.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image003-1.gif,,,id:79,,,,,,5,Format,White Frame,,1,,Size,24x36,,1,,,,,,,,201
212,"variation, downloadable, virtual",,"Shy Owl - Download, 4x6",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/AJW0514-scaled.jpg,'-1,'-1,id:79,,,,,,4,Format,Download,,1,,Size,4x6,,1,,,,,7edd32f1-1cf9-43e3-aadd-8c656591a6a0,AJW0514-qbqywk-scaled.jpg,YOURDOMAIN/wp-content/uploads/woocommerce_uploads/2022/06/AJW0514-qbqywk-scaled.jpg,199
213,"variation, downloadable, virtual",,"Shy Owl - Download, 24x36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.95,,,,YOURDOMAIN/wp-content/uploads/2022/06/AJW0514-scaled.jpg,'-1,'-1,id:79,,,,,,3,Format,Download,,1,,Size,24x36,,1,,,,,9d379bc2-522e-49d9-8f35-66e473be830c,AJW0514-qbqywk-scaled.jpg,YOURDOMAIN/wp-content/uploads/woocommerce_uploads/2022/06/AJW0514-qbqywk-scaled.jpg,198
214,variation,,"Shy Owl - Black Frame, 4x6",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,7.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image003-scaled.gif,,,id:79,,,,,,2,Format,Black Frame,,1,,Size,4x6,,1,,,,,,,,196
215,variation,,"Shy Owl - Black Frame, 24x36",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,19.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image003-scaled.gif,,,id:79,,,,,,1,Format,Black Frame,,1,,Size,24x36,,1,,,,,,,,195
216,variation,,"Inquisitive Barn owl - White Frame, 4x6",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,7.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image004-1.gif,,,id:78,,,,,,6,Format,White Frame,,1,,Size,4x6,,1,,,,,,,,202
217,variation,,"Inquisitive Barn owl - White Frame, 24x36",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,19.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/image004-1.gif,,,id:78,,,,,,5,Format,White Frame,,1,,Size,24x36,,1,,,,,,,,201
218,"variation, downloadable, virtual",,"Inquisitive Barn owl - Download, 4x6",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4.5,,,,YOURDOMAIN/wp-content/uploads/2022/06/AJW0528-scaled.jpg,'-1,'-1,id:78,,,,,,4,Format,Download,,1,,Size,4x6,,1,,,,,37c16204-c34c-402a-a85c-ee7ed18be2f1,AJW0528-l5hnw3-scaled.jpg,YOURDOMAIN/wp-content/uploads/woocommerce_uploads/2022/06/AJW0528-l5hnw3-scaled.jpg,199
